frame_time_s,rms,spectral_centroid_hz,zcr,f0_hz,voiced,jitter,shimmer,hnr
63.9245,0.147399,3165.71,0.148926,176.42,1,0.005677,0.025869,6.3974
63.9478,0.194903,3161.94,0.146973,176.283,1,0.000772,0.277559,-2.0844
63.971,0.247236,2918.66,0.152344,175.245,1,0.005908,0.236727,-2.4232
63.9942,0.286214,2989.02,0.144043,174.967,1,0.001589,0.146136,-3.8805
64.0174,0.328459,3049.05,0.125977,171.912,1,0.017614,0.137453,-0.2204
64.0406,0.31559,2770.46,0.108887,171.427,1,0.002824,0.039963,-1.0099
64.0639,0.294664,2349.71,0.091309,301.111,1,0.548883,0.068581,-4.9543
64.0871,0.281653,2272.42,0.064941,283.106,1,0.061638,0.045152,-0.0179
64.1103,0.233288,2182.53,0.075684,173.075,1,0.482403,0.187847,0.2806
64.1335,0.226512,2655.86,0.104492,116.407,1,0.391515,0.029474,-1.9513
64.1567,0.229502,3739.27,0.111816,65.18,0,,,
64.18,0.201218,3852.25,0.155762,204.717,1,,,2.2453
64.2032,0.207702,3702.37,0.144043,408.333,0,,,
64.2264,0.216875,3280.21,0.104492,395.126,0,,,
64.2496,0.183084,2170.72,0.082031,393.177,0,,,
64.2728,0.186346,1356.2,0.034668,384.619,0,,,
64.2961,0.211864,1633.6,0.027832,64.853,0,,,
64.3193,0.202472,1836.61,0.029785,408.333,0,,,
64.3425,0.218066,1625.89,0.027832,386.871,0,,,
64.3657,0.220611,1639.7,0.024902,376.966,1,,,1.866
64.3889,0.178494,1356.6,0.020508,115.926,1,1.059216,0.211059,1.8202
64.4122,0.155967,1220.19,0.02002,114.944,1,0.008508,0.134704,5.7208
64.4354,0.136644,1518.68,0.020996,149.402,1,0.260704,0.132075,3.9321
64.4586,0.117233,2401.15,0.063477,397.574,0,,,
64.4818,0.13418,3050.51,0.088379,326.694,1,,,-4.6364
64.505,0.152704,2866.41,0.102051,348.507,1,0.064611,0.129139,-0.015
64.5283,0.154165,2252.59,0.112793,118.968,1,0.982037,0.009522,1.4085
64.5515,0.157624,2039.84,0.085449,116.696,1,0.019283,0.022193,2.9236
64.5747,0.14618,2145.35,0.074219,116.333,1,0.003113,0.07534,3.0261
64.5979,0.118927,2422.46,0.104492,117.139,1,0.006902,0.205598,3.0477
64.6211,0.098386,3461.81,0.154297,116.471,1,0.005721,0.189048,-0.6749
64.6444,0.102367,4436.04,0.186523,113.999,1,0.021445,0.039656,-4.4898
64.6676,0.173574,3319.04,0.172363,119.999,1,0.051277,0.516105,4.8783
64.6908,0.197072,2520.58,0.13916,195.311,1,0.477702,0.1268,5.5328
64.714,0.232822,2709.84,0.091797,193.21,1,0.010813,0.166319,-1.5103
64.7372,0.24848,2151.16,0.062012,193.164,1,0.00024,0.065062,-6.3331
64.7605,0.217999,1741.99,0.07666,195.689,1,0.012988,0.130683,-3.8906
64.7837,0.206352,1887.98,0.089844,198.81,1,0.015822,0.054893,-1.2803
64.8069,0.179988,2275.69,0.102051,168.168,1,0.166997,0.136481,5.1777
64.8301,0.161383,2801.26,0.111328,174.592,1,0.037483,0.109004,6.5917
64.8533,0.155821,2908.95,0.118164,177.16,1,0.014606,0.035067,7.2501
64.8766,0.15562,3045.75,0.112305,174.432,1,0.015518,0.001292,8.1641
64.8998,0.140224,3086.67,0.115723,173.172,1,0.00725,0.104077,3.9956
64.923,0.181926,2604.95,0.093262,172.557,1,0.003556,0.258893,2.3925
64.9462,0.20483,1806.2,0.070801,171.439,1,0.006502,0.118443,6.4117
64.9694,0.21755,1655.35,0.052246,142.845,1,0.181964,0.060232,4.357
64.9927,0.221663,1906.6,0.036133,69.399,0,,,
65.0159,0.179421,1892.62,0.036133,69.181,0,,,
65.0391,0.132631,1978.42,0.04541,69.21,0,,,
65.0623,0.090759,2009.49,0.050781,133.127,1,,,0.931
65.0855,0.073871,2228.37,0.089844,120.414,1,,,2.6082
65.1088,0.047991,3498.04,0.197266,116.823,0,,,
65.132,0.053608,4971.34,0.268066,117.308,1,,,-11.7789
65.1552,0.184247,3577.36,0.260742,115.726,1,0.013577,1.098477,1.9629
65.1784,0.233474,2234.42,0.206543,105.044,1,0.096778,0.235692,5.0691
65.2016,0.272162,2198.81,0.098633,95.44,1,0.095804,0.153026,3.1746
65.2249,0.289516,1725.42,0.019531,93.43,1,0.02128,0.061793,1.1432
65.2481,0.243463,1459.46,0.021973,93.9,1,0.005009,0.172814,-0.2394
65.2713,0.207852,1563.72,0.02832,96.814,1,0.030567,0.157807,0.6446
65.2945,0.164776,1747.48,0.044922,89.778,1,0.075424,0.2312,3.039
65.3177,0.136978,2101.1,0.058105,89.137,1,0.007165,0.184246,3.3698
65.341,0.114831,2245.25,0.074707,88.169,1,0.010919,0.175901,3.6368
65.3642,0.097216,2444.23,0.087402,87.067,1,0.01257,0.166144,3.1307
65.3874,0.082412,2564.53,0.084473,86.604,1,0.005334,0.164832,-4.1859
65.4106,0.113495,2042.11,0.071777,86.11,1,0.005717,0.317327,6.2253
65.4338,0.11858,1198.8,0.063965,262.172,1,1.011028,0.043821,8.346
65.4571,0.11952,1318.51,0.069336,265.174,1,0.011386,0.007897,6.4445
65.4803,0.120449,1769.52,0.079102,263.038,1,0.008087,0.007743,3.0924
65.5035,0.082133,1899.47,0.094238,262.306,1,0.002786,0.37828,1.4131
65.5267,0.067931,1936.18,0.098633,261.992,1,0.0012,0.189278,1.4008
65.5499,0.063843,1852.13,0.094727,261.245,1,0.002854,0.062037,3.1916
65.5732,0.05852,1970.09,0.096191,74.275,1,1.114506,0.087001,4.1498
65.5964,0.085992,2222.05,0.091309,259.875,1,1.110875,0.380192,7.1465
65.6196,0.092399,2072.43,0.102051,261.004,1,0.004335,0.071838,8.5469
65.6428,0.097516,2505.91,0.114746,263.176,1,0.008287,0.053879,6.6371
65.666,0.10078,3215.15,0.122559,263.486,1,0.001178,0.032921,4.2737
65.6893,0.083764,3207.8,0.134277,263.584,1,0.000371,0.184412,-0.6985
65.7125,0.085497,2555.24,0.124512,131.328,1,0.669802,0.020487,-6.1372
65.7357,0.099426,2046.77,0.111328,130.678,1,0.004962,0.150643,-5.645
65.7589,0.129766,1792.14,0.090332,142.422,1,0.08601,0.264755,-0.6461
65.7821,0.147959,1655.78,0.084473,144.435,1,0.014035,0.131016,3.8546
65.8054,0.157229,1689.73,0.087402,258.429,1,0.565918,0.060746,3.0099
65.8286,0.158602,2043.19,0.090332,88.333,1,0.98105,0.008699,2.9757
65.8518,0.142658,2206.17,0.103516,88.318,1,0.000174,0.105853,5.8084
65.875,0.121196,2300.38,0.102539,175.791,1,0.662399,0.16268,5.9395
65.8982,0.099642,2288.62,0.09668,174.291,1,0.008568,0.195197,6.0138
65.9215,0.085211,2227.97,0.10791,172.956,1,0.007691,0.156138,-4.9069
65.9447,0.12316,2124.42,0.114746,171.576,1,0.008005,0.36424,-4.3724
65.9679,0.16069,2119.96,0.11084,228.833,1,0.285988,0.264439,-2.0135
65.9911,0.19364,1990.03,0.102051,150.736,1,0.411503,0.185983,3.3436
66.0143,0.223293,1810.81,0.07666,87.096,1,0.535165,0.142246,3.7047
66.0376,0.250406,1590.21,0.04541,179.243,1,0.691949,0.114473,7.3114
66.0608,0.265542,1347.77,0.033691,187.697,1,0.046081,0.058673,8.4377
66.084,0.258283,1135.81,0.037598,205.844,1,0.092226,0.027716,6.2889
66.1072,0.245653,1326.52,0.036621,210.248,1,0.021166,0.050128,4.608
66.1304,0.207453,1576.56,0.04541,218.108,1,0.036697,0.168611,5.8757
66.1537,0.165262,1613.46,0.056641,221.595,1,0.015863,0.226403,4.1001
66.1769,0.152039,1778.9,0.048828,220.475,1,0.005067,0.083346,3.3604
66.2001,0.135234,1873.25,0.053223,218.52,1,0.008907,0.116993,2.1385
66.2233,0.124431,1801.95,0.064941,216.577,1,0.008931,0.083209,-1.0561
66.2465,0.132248,1805.84,0.075195,217.169,1,0.002731,0.060913,-3.7657
66.2698,0.157101,1777.77,0.094238,110.742,1,0.649122,0.171783,-3.1054
66.293,0.197641,1707.3,0.103027,110.43,1,0.002825,0.22856,3.9495
66.3162,0.224591,1548.52,0.098633,220.363,1,0.664664,0.127656,6.3086
66.3394,0.247406,1581.71,0.093262,221.098,1,0.003331,0.096672,5.782
66.3626,0.255942,1602.85,0.087402,221.572,1,0.002141,0.033918,6.2769
66.3859,0.255292,1637.28,0.083496,73.939,1,0.999171,0.002546,6.495
66.4091,0.254382,1651.43,0.085449,73.99,1,0.000695,0.003568,7.4125
66.4323,0.241065,1633.05,0.089844,222.662,1,1.00233,0.053759,7.1172
66.4555,0.221666,1667.58,0.092285,223.988,1,0.005934,0.083847,4.7933
66.4787,0.205144,1727.62,0.098145,224.428,1,0.001964,0.077419,2.1898
66.502,0.185462,1659.54,0.103516,223.256,1,0.005234,0.100776,1.5622
66.5252,0.165004,1543.76,0.101562,220.287,1,0.013391,0.116751,-0.5577
66.5484,0.153511,1649.62,0.109863,219.784,1,0.002283,0.072166,-2.6427
66.5716,0.12867,1859.21,0.113281,219.638,1,0.000667,0.17606,-4.2346
66.5948,0.143277,1911.96,0.103027,222.236,1,0.011759,0.107421,-1.9703
66.618,0.156037,1659.81,0.099609,224.709,1,0.011067,0.085263,1.5954
66.6413,0.175454,1634.52,0.100098,228.75,1,0.017822,0.11715,6.1451
66.6645,0.194076,1974.53,0.093262,226.015,1,0.012026,0.100788,7.0118
66.6877,0.192162,1939.37,0.097656,224.447,1,0.006963,0.00991,5.0906
66.7109,0.195896,1702.18,0.103516,224.718,1,0.001206,0.019245,3.0578
66.7341,0.191159,1601.17,0.100098,112.478,1,0.665729,0.024478,-0.37
66.7574,0.187354,1610.77,0.095703,225.014,1,0.666902,0.020107,0.1185
66.7806,0.203963,1593.18,0.096191,222.232,1,0.012442,0.08489,2.0844
66.8038,0.223907,1555.38,0.088867,218.057,1,0.018965,0.093223,2.9132
66.827,0.237919,1527.33,0.081543,213.684,1,0.020257,0.06068,5.5317
66.8502,0.24477,1514.81,0.081543,210.51,1,0.014968,0.028388,5.7131
66.8735,0.217055,1408.66,0.074219,103.913,1,0.678049,0.120025,4.7942
66.8967,0.182138,1362.32,0.07666,207.298,1,0.664405,0.174935,4.2505
66.9199,0.143544,1465.61,0.081055,207.103,1,0.000941,0.237003,1.4916
66.9431,0.15633,1604.16,0.083984,208.164,1,0.005112,0.08527,0.9226
66.9663,0.211495,1289.98,0.086914,208.989,1,0.003954,0.299958,4.3418
66.9896,0.248898,1097.38,0.083984,219.465,1,0.048902,0.162479,5.85
67.0128,0.27379,1099.06,0.077637,226.129,1,0.029911,0.095246,6.5326
67.036,0.269518,1157.81,0.076172,232.36,1,0.027182,0.015724,6.0083
67.0592,0.234772,1231.25,0.072754,238.459,1,0.025906,0.137803,5.8074
67.0824,0.194217,1309.13,0.074707,240.556,1,0.008757,0.18907,3.0494
67.1057,0.161282,1426.04,0.078125,239.411,1,0.004772,0.185288,1.7983
67.1289,0.130363,1644.11,0.079102,241.877,1,0.010248,0.212036,-0.6527
67.1521,0.152493,1815.33,0.088867,239.615,1,0.009395,0.156479,-0.8063
67.1753,0.200764,1657.26,0.085449,235.881,1,0.015707,0.273288,5.2686
67.1985,0.24289,1454.72,0.085938,247.462,1,0.047922,0.189906,7.3315
67.2218,0.262462,1483.86,0.089844,250.242,1,0.01117,0.077458,6.5858
67.245,0.265011,1565.92,0.090332,249.386,1,0.003424,0.009665,5.2004
67.2682,0.251741,1639.04,0.097656,245.206,1,0.016904,0.051361,5.1128
67.2914,0.247249,1690.58,0.098145,242.053,1,0.012943,0.018004,0.4913
67.3146,0.231613,1625.24,0.095703,238.643,1,0.014185,0.065305,0.9947
67.3379,0.211441,1542.56,0.092773,229.623,1,0.038526,0.09106,-1.8468
67.3611,0.192329,1596.35,0.084961,222.342,1,0.032219,0.094668,0.352
67.3843,0.149663,1667.51,0.077637,219.661,1,0.012131,0.249514,1.2343
67.4075,0.13394,1698.88,0.080566,228.544,1,0.039639,0.110882,-0.1809
67.4307,0.122267,1743.19,0.08252,215.716,1,0.057753,0.091119,-2.9289
67.454,0.111004,1839.33,0.092773,211.658,1,0.018988,0.096563,-3.1869
67.4772,0.100255,1813.44,0.106445,106.48,1,0.661207,0.101765,-4.5454
67.5004,0.100977,1943.55,0.117188,84.498,1,0.230203,0.007179,-4.3179
67.5236,0.104608,2095.14,0.131348,151.02,1,0.564898,0.035321,-1.7451
67.5468,0.102726,2187.71,0.138184,82.744,1,0.584146,0.01815,-0.8406
67.5701,0.10252,2173.77,0.14502,209.202,1,0.866309,0.002014,-5.0861
67.5933,0.096961,2214.07,0.152344,208.724,1,0.002284,0.055732,-5.5659
67.6165,0.091331,2367.86,0.146973,208.725,1,4e-06,0.0598,-7.1125
67.6397,0.103314,2477.17,0.140137,396.125,0,,,
67.6629,0.119472,2157.02,0.128418,316.438,1,,,-0.6131
67.6862,0.132994,1896.02,0.11084,320.713,1,0.013418,0.107126,-1.4399
67.7094,0.137934,1838.11,0.106445,324.699,1,0.012351,0.036467,-3.1599
67.7326,0.136819,1841.51,0.10498,327.065,1,0.007262,0.008119,-4.0396
67.7558,0.132423,1828.11,0.11084,91.088,1,1.128662,0.032652,-4.6313
67.779,0.140956,1807.83,0.114746,300.524,1,1.069607,0.062421,-7.5788
67.8023,0.157087,1762.86,0.103027,146.986,1,0.686187,0.10825,-0.8662
67.8255,0.172119,1715.8,0.089844,177.639,1,0.18885,0.091322,3.1159
67.8487,0.180303,1626.03,0.07959,174.413,1,0.018327,0.046445,3.342
67.8719,0.178959,1713.83,0.088379,173.932,1,0.002762,0.007481,1.7465
67.8951,0.172682,2281.22,0.130859,170.57,1,0.019516,0.035703,-2.8818
67.9184,0.167545,2912.4,0.188965,168.653,1,0.011303,0.030198,-4.95
67.9416,0.168835,3304.16,0.23291,165.741,1,0.017418,0.007671,-3.5565
67.9648,0.16781,3365.73,0.270996,148.831,1,0.10751,0.006091,-5.9934
67.988,0.171137,3474.31,0.285645,134.661,1,0.099968,0.019631,-3.116
68.0112,0.165225,3513.43,0.293945,153.33,1,0.129649,0.035154,-4.8526
68.0345,0.158097,3601.69,0.303223,393.782,0,,,
68.0577,0.168826,3610.72,0.270996,394.147,0,,,
68.0809,0.184957,2911.95,0.22168,107.017,1,,,2.9895
68.1041,0.197277,2168.49,0.173828,262.752,1,0.842339,0.064462,3.1546
68.1273,0.208592,1887.37,0.125,258.307,1,0.017065,0.055759,2.1456
68.1506,0.199641,1820.77,0.105469,259.826,1,0.005866,0.043852,3.29
68.1738,0.171852,1771.23,0.113281,259.35,1,0.001835,0.149608,1.2903
68.197,0.154922,1745.93,0.108887,256.699,1,0.010275,0.103623,-0.5966
68.2202,0.125138,1736.97,0.114746,257.15,1,0.001758,0.212695,0.0039
68.2434,0.109676,1753.38,0.113281,257.392,1,0.000938,0.131695,-1.7941
68.2667,0.106885,1847.19,0.113281,257.453,1,0.000239,0.025778,-2.8963
68.2899,0.111454,1958.42,0.118652,258.449,1,0.00386,0.041854,-5.3098
68.3131,0.167448,1839.45,0.112793,86.134,1,1.000133,0.401531,0.861
68.3363,0.199029,1562.5,0.112305,304.661,1,1.118367,0.172349,2.4679
68.3595,0.225837,1612.33,0.105469,257.837,1,0.166485,0.126196,5.4442
68.3828,0.232705,1694.67,0.104004,253.442,1,0.017192,0.029955,3.7721
68.406,0.209065,1797.51,0.112793,249.497,1,0.015685,0.107021,3.1992
68.4292,0.182417,1827.48,0.125488,247.408,1,0.008409,0.136141,-0.3123
68.4524,0.151074,1800.88,0.135742,244.435,1,0.012088,0.187971,-4.7836
68.4756,0.129337,1905.77,0.140137,242.689,1,0.007169,0.155038,-5.5076
68.4989,0.125071,1948.19,0.139648,243.152,1,0.001903,0.03353,-3.669
68.5221,0.143982,2028.75,0.132812,242.035,1,0.004602,0.140571,-1.3077
68.5453,0.179498,1963.34,0.114258,118.497,1,0.685311,0.21959,-2.9436
68.5685,0.206216,1657.16,0.087402,117.39,1,0.009382,0.138536,0.8455
68.5917,0.208577,1290.61,0.066406,233.261,1,0.660887,0.011382,3.4525
68.615,0.205265,1311.9,0.046875,245.289,1,0.050271,0.016006,5.72
68.6382,0.183594,1401.05,0.041992,270.933,1,0.09935,0.111457,5.1354
68.6614,0.164516,1461.06,0.050781,284.302,1,0.048157,0.109608,1.157
68.6846,0.165029,1582.18,0.060059,284.294,1,2.6e-05,0.003113,2.4935
68.7078,0.167251,1642.07,0.070801,260.318,1,0.088049,0.013373,2.5628
68.7311,0.187545,1675.77,0.077637,254.552,1,0.022399,0.1144,3.8956
68.7543,0.198901,1613.18,0.081543,242.913,1,0.046795,0.058769,3.1731
68.7775,0.204341,1580.22,0.080078,231.822,1,0.046726,0.026983,3.2338
68.8007,0.209011,1574.16,0.07666,227.434,1,0.019107,0.022594,2.4295
68.8239,0.199976,1513.58,0.072754,222.924,1,0.020029,0.044179,3.6767
68.8472,0.194607,1369.81,0.066406,216.077,1,0.031193,0.027215,2.9014
68.8704,0.184262,1255.73,0.061523,207.476,1,0.040616,0.054613,-1.1951
68.8936,0.167651,1252.1,0.060547,198.664,1,0.043391,0.094405,-3.1229
68.9168,0.149167,1333.13,0.0625,183.908,1,0.077145,0.11668,-2.4598
68.94,0.132214,1451.96,0.066406,160.349,1,0.136865,0.120498,-1.5899
68.9633,0.125516,1588.12,0.077637,70.224,1,0.781749,0.051981,-0.9392
68.9865,0.119132,1684.53,0.089355,127.646,1,0.580401,0.052187,-3.5826
69.0097,0.113877,1915.29,0.105957,127.561,1,0.000668,0.045104,-4.8689
69.0329,0.108479,2082.82,0.116211,102.886,1,0.214146,0.048554,-5.3363
69.0561,0.103756,2071.14,0.123047,102.496,1,0.003795,0.044509,-4.4796
69.0794,0.115701,2006.59,0.118164,78.68,1,0.262903,0.108857,-1.4569
69.1026,0.126616,1908.55,0.111816,312.977,1,1.196437,0.090093,0.1571
69.1258,0.128019,1919.79,0.115723,315.927,1,0.009379,0.01102,-1.7259
69.149,0.129691,1985.05,0.121582,320.547,1,0.014517,0.012975,-5.8949
69.1722,0.121191,2068.02,0.135742,320.838,1,0.000908,0.067761,-5.3716
69.1955,0.114932,2094.58,0.143066,78.509,1,1.213624,0.053016,-4.4681
69.2187,0.122733,2023.45,0.14502,276.333,1,1.114997,0.065648,-4.7052
69.2419,0.125262,1976.99,0.135742,278.547,1,0.007979,0.020397,-5.0084
69.2651,0.135329,1959.09,0.123535,271.029,1,0.027362,0.077258,-3.6517
69.2883,0.146884,1845.47,0.114258,263.879,1,0.026731,0.081888,-0.5158
69.3116,0.16476,1768.37,0.098633,183.652,1,0.358534,0.114724,0.1714
69.3348,0.210861,1662.42,0.084961,185.284,1,0.008851,0.245465,-0.4045
69.358,0.233927,1526.76,0.081543,215.793,1,0.152134,0.103715,-0.9455
69.3812,0.249567,1452.73,0.090332,257.732,1,0.177134,0.064698,2.5008
69.4044,0.254613,1572.79,0.105957,279.501,1,0.081042,0.020017,2.4808
69.4277,0.241249,1688.45,0.122559,296.587,1,0.059316,0.053904,0.6678
69.4509,0.238901,1739.96,0.13623,301.853,1,0.0176,0.009778,0.3883
69.4741,0.237635,1721.69,0.138184,303.385,1,0.00506,0.005314,-3.7358
69.4973,0.245723,1733.08,0.135742,300.444,1,0.00974,0.033468,-5.7089
69.5205,0.242403,1730.03,0.132812,361.189,1,0.183623,0.013604,-5.0242
69.5438,0.238199,1676.6,0.128906,89.136,1,1.208254,0.017497,-5.29
69.567,0.231854,1651.65,0.124023,119.196,1,0.288584,0.026997,-1.9456
69.5902,0.212912,1680.21,0.115234,120.736,1,0.012834,0.085174,-2.5759
69.6134,0.196306,1617.14,0.114258,102.748,1,0.160976,0.081161,-1.6079
69.6366,0.176408,1662.48,0.111328,102.357,1,0.003813,0.106773,-2.1737
69.6599,0.156539,1751.45,0.10498,181.464,1,0.557442,0.119351,-5.0765
69.6831,0.157102,1769.01,0.109863,177.753,1,0.020663,0.003585,-5.4939
69.7063,0.155226,1709.51,0.10791,83.783,1,0.7186,0.012013,0.3891
69.7295,0.136434,1502.95,0.128906,206.224,1,0.844398,0.128859,-1.2643
69.7527,0.389164,1657.53,0.108398,205.941,1,0.001371,0.961686,-2.6239
69.776,0.450201,1636.01,0.086914,314.41,1,0.416905,0.145435,-8.139
69.7992,0.462777,1396.72,0.066895,110.689,1,0.958463,0.027549,-0.7921
69.8224,0.466376,1653.54,0.030762,64.853,0,,,
69.8456,0.312362,1841.67,0.028809,64.853,0,,,
69.8688,0.230946,1563.42,0.022461,64.853,0,,,
69.8921,0.287053,1368.19,0.015137,64.853,0,,,
69.9153,0.335207,1186.37,0.003906,151.564,1,,,6.2819
69.9385,0.359958,999.88,0.003906,64.853,0,,,
69.9617,0.411752,1039.04,0.003418,64.853,0,,,
69.9849,0.401926,1159.02,0.003906,106.819,1,,,5.9253
70.0082,0.407365,1460.78,0.004395,64.853,0,,,
70.0314,0.433514,1307.27,0.003418,64.853,0,,,
70.0546,0.414317,902.99,0.004883,64.853,0,,,
70.0778,0.416069,930.29,0.007324,64.853,0,,,
70.101,0.446893,2311.71,0.012207,64.853,0,,,
70.1243,0.431545,2941.25,0.019531,170.001,1,,,4.1284
70.1475,0.432412,3276.07,0.027832,408.333,0,,,
70.1707,0.45029,3947.21,0.030273,408.333,0,,,
70.1939,0.423898,3903.97,0.029297,408.333,0,,,
70.2171,0.420382,3820.36,0.028809,64.853,0,,,
70.2404,0.431958,3969.73,0.023438,64.853,0,,,
70.2636,0.423605,3131.67,0.018555,64.853,0,,,
70.2868,0.428266,2301.43,0.019043,64.853,0,,,
70.31,0.446064,2078.57,0.019531,391.492,0,,,
70.3332,0.440611,1813.18,0.02002,371.124,1,,,2.5969
70.3565,0.431086,1632.09,0.029785,377.039,1,,,3.5142
70.3797,0.414483,1758.85,0.036133,397.928,0,,,
70.4029,0.373063,1895.5,0.044434,408.333,0,,,
70.4261,0.336562,1903.67,0.056152,207.78,1,,,5.6778
70.4493,0.302413,1851.42,0.067383,207.487,1,0.001411,0.106889,5.2011
70.4726,0.287942,2292.7,0.090332,207.745,1,0.001243,0.049024,0.403
70.4958,0.280628,2659.94,0.09375,208.422,1,0.003253,0.025725,-0.8498
70.519,0.277299,2365.41,0.097656,208.539,1,0.000561,0.011934,3.4392
70.5422,0.272663,1901.31,0.092285,103.892,1,0.669893,0.016862,-0.8304
70.5654,0.257364,1678.3,0.074219,103.984,1,0.000887,0.057729,3.0546
70.5887,0.245062,1759.95,0.072754,92.508,1,0.116809,0.04897,4.65
70.6119,0.233741,2039.59,0.075195,92.672,1,0.001774,0.047287,4.6053
70.6351,0.226654,2628.43,0.080078,92.606,1,0.000715,0.03079,-0.5837
70.6583,0.220278,2456.14,0.081543,92.584,1,0.000237,0.028532,3.0352
70.6815,0.213379,2204.26,0.082031,181.788,1,0.650243,0.031816,5.1159
70.7048,0.211355,2371.33,0.087402,87.485,1,0.700434,0.00953,2.5503
70.728,0.249403,2628.99,0.082031,87.368,1,0.001333,0.165153,-3.8495
70.7512,0.250864,2516.79,0.076172,174.896,1,0.667481,0.005842,-1.1462
70.7744,0.278046,2219.43,0.071289,173.791,1,0.006342,0.102783,-0.8452
70.7976,0.305123,2034.64,0.052246,280.909,1,0.471161,0.092863,1.7191
70.8209,0.279489,1881.57,0.051758,258.999,1,0.08116,0.087696,2.0216
70.8441,0.281222,1930.41,0.052734,174.477,1,0.389972,0.006182,1.2326
70.8673,0.270745,1848.07,0.047852,174.618,1,0.000805,0.037961,2.2194
70.8905,0.236815,1567.33,0.048828,174.737,1,0.00068,0.133701,2.1676
70.9137,0.224108,1634.97,0.038086,175.155,1,0.002392,0.055134,-0.4218
70.937,0.234664,1747.54,0.040527,175.191,1,0.000207,0.046017,2.0756
70.9602,0.227274,2438.39,0.061523,175.34,1,0.000845,0.031996,-2.0263
70.9834,0.229006,2769.45,0.058105,164.309,1,0.064954,0.00759,-3.2934
71.0066,0.238731,2491.28,0.072754,164.081,1,0.001387,0.041586,1.8413
71.0298,0.211843,2489.9,0.077148,158.996,1,0.03148,0.119352,0.3594
71.0531,0.204348,3030.53,0.060059,164.747,1,0.035532,0.036018,-0.3818
71.0763,0.208663,3230.49,0.077637,174.435,1,0.057121,0.020895,2.5734
71.0995,0.190146,3021.95,0.099609,174.866,1,0.002473,0.092859,0.7397
71.1227,0.201871,3718.18,0.098145,174.94,1,0.00042,0.059815,0.2096
71.1459,0.194906,3777.59,0.115723,174.797,1,0.000815,0.035106,2.7481
71.1692,0.17747,3434.33,0.112305,174.814,1,9.8e-05,0.093644,2.1748
71.1924,0.20271,3386.8,0.094727,175.241,1,0.00244,0.132775,-1.0729
71.2156,0.208223,2955.82,0.104004,175.258,1,9.2e-05,0.026833,-1.3013
71.2388,0.20024,2881.29,0.104492,165.681,1,0.056178,0.039087,0.6931
71.262,0.198785,2762.08,0.101562,171.498,1,0.034502,0.007292,3.2261
71.2853,0.164859,2880.47,0.105957,174.562,1,0.017708,0.186592,0.9586
71.3085,0.127908,2423.92,0.100098,174.643,1,0.000463,0.252425,0.574
71.3317,0.112153,2525.39,0.090332,161.081,1,0.08079,0.131255,-0.4543
71.3549,0.095141,2467.16,0.091797,155.792,1,0.033384,0.164134,-2.1762
71.3781,0.087518,2401.4,0.088379,174.317,1,0.112238,0.083464,-1.6638
71.4014,0.085291,2406.16,0.091309,174.536,1,0.001256,0.02578,0.6484
71.4246,0.087011,2401.73,0.097168,173.87,1,0.003826,0.019967,1.7257
71.4478,0.087894,2682.29,0.103516,173.651,1,0.001258,0.010092,3.2448
71.471,0.087775,3014.0,0.099609,173.986,1,0.001924,0.001355,5.6407
71.4942,0.089817,2880.29,0.092285,174.525,1,0.003095,0.023,6.5074
71.5175,0.107171,2851.46,0.09375,174.799,1,0.001571,0.176197,-2.3022
71.5407,0.153289,2790.26,0.088379,174.641,1,0.000906,0.354126,-1.295
71.5639,0.152804,2643.02,0.097656,352.131,1,0.673877,0.003168,1.4598
71.5871,0.149111,2468.56,0.143066,331.322,1,0.060893,0.024464,-3.1448
71.6103,0.132282,3465.12,0.147949,287.173,1,0.142762,0.119617,-0.7814
71.6336,0.064318,3510.03,0.161133,77.288,1,1.151754,0.691398,-0.7937
71.6568,0.054612,2659.01,0.167969,175.675,1,0.777871,0.163215,0.0836
71.68,0.117405,2648.59,0.13916,176.325,1,0.003698,0.730077,-5.338
71.7032,0.169344,2847.76,0.124023,176.17,1,0.000883,0.362266,-1.4168
71.7264,0.207062,2619.85,0.120117,290.985,1,0.49155,0.200408,-0.914
71.7497,0.260028,2689.4,0.092773,335.218,1,0.141275,0.226792,-3.3829
71.7729,0.282323,2373.67,0.066895,334.994,1,0.00067,0.082216,0.9278
71.7961,0.273125,1783.06,0.060547,158.292,1,0.716427,0.03312,1.1506
71.8193,0.269793,2037.8,0.037598,157.782,1,0.003231,0.012274,-1.3424
71.8425,0.246698,2110.9,0.030762,175.779,1,0.10791,0.089428,2.8134
71.8658,0.205593,1393.1,0.027344,175.884,1,0.000596,0.181763,1.163
71.889,0.205003,970.06,0.02002,175.734,1,0.000849,0.002874,0.2266
71.9122,0.197718,1025.38,0.021973,176.489,1,0.004285,0.03618,6.2613
71.9354,0.174947,1780.15,0.038086,357.812,1,0.678729,0.122207,1.1213
71.9586,0.204766,2421.36,0.05127,355.556,1,0.006323,0.157061,-0.286
71.9819,0.210075,2145.12,0.063965,344.116,1,0.032703,0.025595,1.1015
72.0051,0.204761,1834.73,0.079102,408.333,0,,,
72.0283,0.252361,2188.89,0.087402,174.622,1,,,-2.9724
72.0515,0.239509,2667.71,0.09375,174.538,1,0.000477,0.052258,-1.5102
72.0747,0.221254,2523.0,0.108887,174.747,1,0.001191,0.079239,-2.2393
